STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,WORK_PERIOD,Work period,HOURS_TYPE,Hours type,WORKER_STATUS,Worker status,WORK_TIME_ARNGMNT,Working time arrangement,AGGREGATION_OPERATION,Aggregation operation,HOUR_BANDS,Hour bands,JOB_COVERAGE,Job coverage,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,USA,United States,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2019,,1817,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2011,,2136,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2012,,2119,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2013,,2106,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2014,,2076,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2015,,2083,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,KOR,Korea,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,2068,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1502,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2019,,1510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2020,,1400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2021,,1437,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2022,,1435,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2023,,1435,,,,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2010,,1552,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2011,,1557,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2012,,1535,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2013,,1520,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2014,,1510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2015,,1495,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUT,Austria,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1507,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1719,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2019,,1710,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2020,,1543,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2021,,1686,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2022,,1726,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2023,,1734,,,,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2010,,1777,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2011,,1773,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2012,,1734,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2013,,1719,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2014,,1716,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2015,,1717,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ITA,Italy,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1722,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ESP,Spain,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1697.6,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2012,,1692,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2013,,1686,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2014,,1695,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2015,,1663,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2023,,1548,,,,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1664,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1650,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1661,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2019,,1631,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2020,,1577,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2021,,1601,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LVA,Latvia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2022,,1553,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,AUS,Australia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1662,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,CZE,Czechia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1776,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,HUN,Hungary,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1751,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,DEU,Germany,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1380.7,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,MEX,Mexico,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,2238,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,NZL,New Zealand,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1756,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,POL,Poland,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,SVK,Slovak Republic,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1714,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,FIN,Finland,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1555,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,FRA,France,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1508,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,BEL,Belgium,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1574,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,ISL,Iceland,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2018,,1496,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,JPN,Japan,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2023,,1611,,,,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,LUX,Luxembourg,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1508,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,TUR,Türkiye,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2016,,1789,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,CRI,Costa Rica,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,2178.9,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,SVN,Slovenia,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1622,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_ANN_HRS_WKD(1.0),Average annual hours actually worked per worker,I,NOR,Norway,HW,Hours worked,H_Y_PS,Hours per year per person,_Z,Not applicable,_Z,Not applicable,EMP,Employment,A,Annual,ACTUAL,Actual,_T,Total,_Z,Not applicable,MEAN,Mean,_Z,Not applicable,_T,Total,2017,,1419,,A,Normal value,0,Units,0,Zero
